"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Sudan","SDN","GDP (current US$)","NY.GDP.MKTP.CD","1126281325.0324","1222952778.49785","1328359692.93038","1351362816.2015","1388342551.37376","1446869619.31898","1484348080.08141","1607265943.73138","1677627804.93288","1847501441.26221","2100229759.04718","2288196445.39976","2483055722.23738","3077254460.30228","3958931659.84759","4823090191.91008","6013210815.66115","7498862046.28444","8128719315.0792","8418291281.75135","7617171645.26159","9538009463.3331","9254390431.47891","8465262541.36184","10044297796.1919","12459352088.1193","15966649370.3837","20631192466.3299","15510324099.0826","15295634989.3281","12408648108.3173","11379222223.3522","7031933409.74016","8881009955.71111","12793798349.3257","13830369879.8577","9018303153.60269","11681179553.1313","11250220583.0538","10682027626.827","12257299162.7402","13182872554.7864","14803423334.6043","17646271396.8949","21457886199.291","26524992225.3521","35159250984.9057","45456460335.1022","54082389392.8541","52839990730.8172","64849930757.6995","63997129026.7582","58768800832.7859","",
"Senegal","SEN","GDP (current US$)","NY.GDP.MKTP.CD","792824702.986913","836493103.688333","857426088.865341","886387334.294254","939145912.062427","955834759.718277","984942841.525214","984605218.268285","1034293671.4302","983621120.991373","1024832777.69731","1058120593.56092","1280328105.5414","1471913585.58884","1658273944.38974","2235746641.25125","2266860710.22209","2320786617.77642","2591178824.8799","3226677956.87018","3503282842.37775","3176771658.02584","3109677903.31523","2774198930.88388","2705535967.852","2962200081.82361","4189860373.0862","5040708745.67348","4985152887.47645","4913065118.47026","5716644524.85581","5617235857.32047","6004885304.1543","5678828410.03731","3877196945.32247","4878718880.07212","5065830114.28754","4672504141.58959","5030344290.85164","5144045092.86221","4679604921.56347","4877602012.42811","5333862343.6271","6858952716.5383","8031344239.66792","8707015063.75222","9358710763.47381","11284603480.5383","13386346542.8972","12812994669.9019","12932427724.3508","14440676497.9993","14045759802.382","",
"Singapore","SGP","GDP (current US$)","NY.GDP.MKTP.CD","704457699.396959","764303120.46328","825879877.401062","917216011.299226","893728643.533568","974186761.484632","1095902939.91974","1237415147.37569","1425020089.06995","1659044432.14808","1919496147.30189","2270330157.67395","2950257778.82676","4227574234.01324","5260730995.15113","5786825793.9968","6066353909.58536","6693982128.81056","8047800708.74615","9702338026.38173","12045815256.5106","14322913507.4365","15812338647.0611","17934691568.0815","19446732041.9497","18463332048.3396","18732060164.4711","21551879961.0634","26478402921.848","31405070268.4688","38835478887.7447","45184799282.2205","52011315967.1775","60473111979.7376","73234886381.5533","87062210071.4349","95179938642.4391","99296148149.5619","85013120405.9905","84879987098.9817","94308328290.045","87701136755.2732","90640320267.1749","95956606174.2451","112697318015.219","125428991572.025","145636821347.655","177866036465.135","190589840107.95","188829509569.323","231697300468.767","265621805965.627","276520028928.976","",
"Solomon Islands","SLB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","25203524.0325638","28084252.7582748","28606411.398041","","50056882.8213879","40606712.050639","55272108.8435374","84539332.282562","74617096.4785967","83099107.9066357","93147039.2548237","111022089.96223","151270207.852194","168715353.097132","187313261.319237","188446092.06055","180219397.527425","252806783.386983","232306861.156132","210737869.652598","238606299.605651","310684273.709484","332286760.858189","302515026.890225","320355090.61441","378778047.197842","410923236.189102","464756638.512487","519334096.714525","565163750.56079","567919502.811483","471177008.057148","482214092.308964","435101217.233417","400464593.02552","341663053.747468","332736306.539249","375109694.525921","413909879.281265","456735444.86792","586218381.044736","645796657.499394","601299089.753921","678625481.686751","866672433.270049","1008424232.18251","",
"Sierra Leone","SLE","GDP (current US$)","NY.GDP.MKTP.CD","322009478.106707","327834752.427556","342721625.556128","348546926.009245","371848127.82171","359379856.248057","375479849.80806","348795303.000385","329860135.024054","408690163.296065","434410366.360069","419549387.020884","465381103.603727","575230251.323587","648590625.925671","679335916.411326","594895649.185867","691777759.267335","960728331.295844","1109374711.0164","1100685875.40484","1114830499.52549","1295361911.75877","995104288.373919","1087471849.24002","856890497.055359","490181456.62441","701307601.909934","1055083946.11552","932974412.385267","649644826.800447","779981538.149204","679997997.597117","768812334.801762","911915970.683484","870758739.40678","941742152.709895","850218033.622007","672375927.347148","669384768.87263","635874002.198748","1079478387.83576","1239004287.75607","1371442565.69701","1431208677.30352","1627853086.42403","1887429109.49668","2157944721.20791","2504381637.36576","2454531383.2699","2575466372.26831","2938747215.20983","3796030045.13767","",
"El Salvador","SLV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","877719961.6","929520025.6","976199987.2","1009760051.2","1049400012.8","1132920012.8","1186119987.2","1263720038.4","1442319974.4","1665879961.6","1884120064","2328280064","2941640089.6","3127959961.6","3463639859.2","3573959884.8","3437200179.2","3399189149.54629","3506347772.35901","3661683395.96533","3800368586.63113","3771663198.31579","3958045811.31949","4189880000.11559","4372215335.38461","4800900000","5311000000","5954700000","6938000000","8085600000","9500500000","10315500000","11134700000","12008400000","12464700000","13134100000","13812700000","14306700000","15046700000","15798300000","17093800000","18550700000","20104900000","21431000000","20661000000","21418300000","23139000000","23864400000","",
"San Marino","SMR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","853373879.731819","773907642.414748","815205233.062791","879957209.923907","1122981525.35502","1317357834.61634","1375416604.48689","1469075398.31891","1687653983.02765","1899809579.61037","","","","","",
"Somalia","SOM","GDP (current US$)","NY.GDP.MKTP.CD","180460950.352325","191660990.858439","203533070.710314","216147149.952901","229531201.852126","243725900.221596","257375899.364358","271781889.251523","286719887.890669","300230021.488119","316147885.344131","331104597.011628","416940946.569946","507028439.326556","467577426.580885","710850217.913651","807275798.953097","498550866.152824","564986077.529703","590419863.985327","603592653.942155","699112246.542284","774419565.926071","733901342.023081","788307226.827367","876404614.97334","930318731.622262","1009792742.91164","1038291312.30908","1092393020.47939","917044253.990257","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21380951575.529","16204161183.5547","17632705912.6184","6082791506.17659","11390468618.534","15102567924.9297","19550781969.0408","23649854234.3966","25234408772.9975","29221081586.6368","38952093544.4413","47760580365.5549","40249479880.3207","36990001283.5323","43291846195.8004","37488935009.7878","",
"Sub-Saharan Africa (developing only)","SSA","GDP (current US$)","NY.GDP.MKTP.CD","29682237247.6312","30814360914.4056","33420332218.3911","38350046143.708","37351156623.3212","41564811339.1617","44874621788.4606","44292369308.1901","47389168425.3847","54339120521.6812","63973783646.6977","65024516286.8783","73374586059.5836","93936567333.6772","122471992038.164","134909050153.226","146771028298.81","161235363431.309","180130467284.605","215440375967.232","271149882726.128","272531409790.299","254916435331.148","237322440858.587","226082441986.965","210806234053.958","232951766317.141","275473424383.091","289773114120.216","300907871426.845","302483830602.442","310855189122.509","305799493583.876","290077716823.564","282576221558.674","327447235089.254","339322593316.125","350788016616.363","331043348806.98","332487864261.813","341615038232.572","327612950993.499","348660873152.84","444869206628.792","552186498677.637","643868076154.096","749424140128.531","869183435541.04","988304396278.974","937915154098.795","1266032293940.17","1426345260846.59","1485020163182.37","",
"South Sudan","SSD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15264618785.5323","11853474305.229","15178973598.0733","19145887852.2524","10220256856.5217","",
"Sub-Saharan Africa (all income levels)","SSF","GDP (current US$)","NY.GDP.MKTP.CD","29679985114.7984","30812022881.9534","33417796458.4736","38347559492.0968","37351187850.831","41622455165.0667","44935951560.5397","44357570592.0448","47447794870.6689","54394838070.9308","64024910504.0541","65073693110.845","73421216847.2409","93993377215.6007","122532853461.051","134976739150.025","146833603280.069","161293023395.059","180194884395.051","215517420382.33","271246849620.215","272628870737.296","255007596923.17","237407310598.363","226163292149.933","210881621236.741","233046284274.249","275588074732.394","289895015571.753","301014329223.204","302610429382.727","310980070031.222","305948188982.978","290224661903.984","282696833014.662","327605335368.29","339575902373.181","351280647537.077","331494273530.69","333356512297.325","342855705222.104","329348859193.691","350808447900.313","447823343534.68","557435005607.006","652101675784.487","759046349447.599","881785419814.262","1003810095494.03","948354745282.28","1278426113031.89","1443266535625.76","1502834337990.42","",
"Small states","SST","GDP (current US$)","NY.GDP.MKTP.CD","2873211621.91768","3123490584.65387","3309114301.66426","3481843361.40988","3825926834.973","4170815283.02144","4508494112.76288","4843987166.05003","4867653734.91482","5319512266.7436","5857328481.38317","6457145313.23445","7457558058.53489","8852039680.53671","12212468939.6975","14608602486.7778","15957447739.9937","17583013271.3955","18102049097.5233","21470817127.9054","26628367878.1619","27381451652.4915","28340062743.0114","28813490829.6959","27853884187.6068","26814951691.5803","26710644199.1361","29564341958.9438","32649826364.4551","34122381443.5409","39865855022.5159","40365056285.4687","41917931769.0508","41783460954.5717","44130263549.9648","49041344101.392","52566628775.9987","55510085092.1613","56037924022.5101","59721008190.6447","64141843858.7977","64574633105.6658","67335885496.4518","78719201942.279","91938106001.88","105045023162.564","116418596666.551","133217053778.131","153174673047.985","130893537695.52","147644199949.128","168642353808.13","169339918680.241","",
"Sao Tome and Principe","STP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76709304.533641","76460376.9594566","90713303.0563938","97994011.6429379","106764253.74548","113808749.415253","124184906.73689","144259256.649338","183464986.34772","196473838.856079","201037916.583708","248286778.216557","263398378.000848","",
"Suriname","SUR","GDP (current US$)","NY.GDP.MKTP.CD","93850000","98400000","103500000","110000000","120850000","138650000","171100000","198450000","220600000","233450000","247150000","270649968.75","287600000","305300000","368600000","465000000","505500000","641000000","735500062.5","783000000","794899937.5","889050000","915150000","883600000","864150000","873250000","891000000","979850000","1160900000","542520000","388300000","448300000","404600000","428794117.647059","605492537.313433","693970606.334842","860630902.743142","929607520","945000000","885444167.44186","892164363.636364","763465570.642202","1078402127.65957","1271196078.43137","1484092538.40527","1793557833.08931","2626093294.46064","2936612021.85792","3532969034.60838","3875409836.06557","4368007284.81569","4363219094.24725","5012121214.24757","",
"Slovak Republic","SVK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","6106406925.56779","6130945238.93357","5750481089.69582","5827019554.19201","7874148638.14007","9480149423.07836","10073854641.6921","9769581997.99263","11716492829.9955","13119169441.7792","14271366595.7445","16145671514.3043","19705254560.2431","25253597385.6209","27284429657.7947","27039033646.7656","29278281686.9896","29947934157.2555","28724041827.8976","30318731991.0515","34638306041.7843","45837416478.5553","56073225726.3472","61328471583.1364","69002095094.7184","84108560087.5992","97908891167.4235","87239747151.9867","87077443708.6093","95877536836.2524","91347809328.0226","",
"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17381802758.3485","12673485227.1309","12522536278.5091","12673039187.2837","14385505626.2091","20940864809.0179","21149908175.7633","20420238057.0626","21747365515.4183","22309684226.3866","19979467790.4398","20498926980.9993","23136352386.3753","29152072067.9303","33837749815.1716","35717733757.4551","38945146499.5315","47306799054.202","54606018255.4563","49056152691.0253","46908328071.2701","50250208507.4658","45378388796.4421","",
"Sweden","SWE","GDP (current US$)","NY.GDP.MKTP.CD","14842870293.4207","16147160122.7882","17511477311.4463","18954132365.5148","21137242560.8543","23260320646.2745","25302033132.3312","27463409201.8822","29143383490.5896","31649203885.888","36139913399.8299","39435806394.9745","46444859734.5876","56359993588.7161","62629634635.3111","78636867202.9286","84781560641.888","89626472688.3256","99088856921.5448","117061883324.392","134808728957.821","123039459651.617","108517651927.546","99631542564.9855","103603931429.677","108273806064.692","142783845246.785","173628950854.836","196376974800.888","206776745412.524","248424511725.35","260172633319.554","269747415776.641","202037798391.448","217546397096.941","253679923737.961","276456158663.883","253177906717.835","254723204065.46","258813540859.799","247260155857.763","227359498891.481","250960758336.671","314713404152.703","362089648912.965","370579639747.414","399075661572.866","462512853670.12","486158607819.636","405782994635.359","462903051317.614","536293220338.983","523942287822.878","",
"Swaziland","SWZ","GDP (current US$)","NY.GDP.MKTP.CD","35076893.5832733","43025972.8068212","45928020.447163","54129460.7698675","64980587.6337572","70279971.9161232","76859969.2867562","74759970.1259159","79799968.1119327","105419957.874185","112139955.188874","136462080.92993","146740389.875794","221915096.205453","264320939.570152","288299883.906649","272549999.763","304059999.7356","340629999.7038","412094078.145402","542007493.676087","571514416.274442","537568112.579921","555336174.615236","494483263.063133","361012304.715619","449140397.957556","584125980.910595","692026592.858706","696921395.78732","1114694098.39631","1156135727.35037","1284759838.58745","1357189714.0844","1419294122.08118","1698989471.45188","1602741761.56349","1716714204.87071","1576908808.80611","1547888453.75789","1524490159.09856","1349326983.00661","1224220675.06919","1854020495.72254","2420610578.59952","2584077930.66197","2947922182.75015","3053823329.23844","3019770679.64511","3161320520.44067","3691050502.68749","3969078027.33547","3744472287.07088","",
"Sint Maarten (Dutch part)","SXM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD","12012025.2477875","11592024.3649978","12642026.5719722","13923029.264481","15393032.3542452","15603032.7956401","16443034.5612196","16632032.8138977","16074027.3495878","16452027.9927472","18432031.3616773","21965951.7214804","30645121.0127585","36896278.223337","43134498.6932177","47803145.9560303","49278979.547035","64526398.6582547","85552369.9145942","127261099.24396","147357222.779802","154902869.02139","147912069.766502","146712850.50997","151313241.983564","168901555.856656","207842528.820922","249267486.209098","283826707.201545","304832867.395046","368584758.942457","374340060.215813","433660138.162626","469262637.829214","482687575.304556","508234503.541073","499418173.769865","562954169.782197","608358684.515165","622975776.387828","614877971.233472","618433500.97097","698083344.991819","703096502.624651","839319935.206909","919103261.987138","1016419769.16068","1033635773.39104","967211974.937748","847424851.518855","969973774.818177","1074584859.83785","1128753720.62939","",
"Syrian Arab Republic","SYR","GDP (current US$)","NY.GDP.MKTP.CD","857704420.513311","945244981.03812","1110565862.45336","1200447417.83731","1339494289.3772","1472036544.33834","1342287560.10485","1580229793.0464","1753746376.72454","2245011583.18701","2140383710.00885","2589851697.78909","3059682165.01819","3239488091.65962","5159557171.37959","6826980767.77202","7633528922.27344","7696011370.78768","9275203108.85105","9929682189.10886","13062421027.934","15518199245.3643","16298905403.3054","17589184545.6568","17503082976.9152","16403544516.9197","13293209274.2119","11356215714.3513","10577042354.0589","9853396224.91122","12308624283.9787","12981833333.3333","13253565901.0698","13695962017.1806","10122020000","11396706586.8263","13789560878.2435","14505233969.8054","15200846139.0769","15873875968.9922","19325894913.1254","21099833783.503","21582248881.6592","21828144686.0394","25086930693.0693","28858965517.2414","33332844574.7801","40405006007.2086","","","","","","",
"Turks and Caicos Islands","TCA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","GDP (current US$)","NY.GDP.MKTP.CD","313582727.78493","333975336.463504","357635713.97481","371767002.672362","392247517.618274","416926302.962069","432794922.657705","449826322.90351","453980096.497762","471635620.771675","469266736.654319","501866730.781924","585427545.719417","647199482.90669","652532796.192712","864602103.504914","866044960.89092","935360466.553825","1113920122.6626","1004316494.96195","1033002402.02567","876937559.744289","834369860.313996","832415806.054792","919103735.209112","1033069709.98985","1067828247.16696","1163426850.54817","1482597298.88271","1433686309.97191","1738605558.08609","1877137983.01505","1881847671.33121","1463251161.35493","1179837963.97758","1445919894.88011","1607345354.88752","1544689575.93931","1744794532.49496","1534673503.52975","1385058211.51211","1709347776.82501","1987622268.76482","2736666450.54794","4414929142.23367","6646663021.43571","7422102519.56848","8638711756.59476","10351933631.6086","9253484289.64401","10657705072.3284","12156380062.0355","12887072081.6363","",
"Togo","TGO","GDP (current US$)","NY.GDP.MKTP.CD","121128072.357969","126396468.675871","132237468.099102","143255813.500949","166104078.39022","187300310.187736","216136231.83222","231706440.015125","241956916.824365","267732472.640112","253976592.086153","286537570.238145","335677600.252527","406479936.867839","560437818.027599","617321668.333349","619375148.839786","777435062.822101","824263986.688215","891775721.054594","1136409054.21599","962347169.080723","821652037.081977","765746518.152411","718149015.811654","762359786.038849","1060911724.49848","1249099286.39736","1378847400.42394","1352949664.93612","1628427587.61103","1602299812.77888","1692959105.53066","1233496935.56517","982624332.129785","1309382817.43319","1465448203.65068","1498950970.09524","1587346019.44505","1576094484.70894","1294250279.68129","1332328986.28277","1474630199.41874","1673690389.7013","1937074537.93089","2115154090.31071","2202809210.74095","2523462648.98387","3159544508.84232","3163000590.663","3172945282.32304","3685781119.61991","3813834650.19521","",
"Thailand","THA","GDP (current US$)","NY.GDP.MKTP.CD","2760750919.89028","3034037870.23638","3308912929.93057","3540403471.05671","3889130443.89898","4388937645.05284","5279230813.43612","5638461434.63262","6081009421.90366","6695336559.7804","7086538430.17724","7375000024.96995","8177872958.55116","10838593715.8746","13702998650.3755","14882770239.7075","16985208711.5172","19779312336.8969","24006567107.2761","27371650354.6262","32353514503.3674","34846038519.3952","36589772335.2838","40042798314.056","41797647302.1639","38900711298.0461","43096774495.7122","50535445680.8992","61667254411.4637","72250747142.1734","85343189319.6575","98234713406.7918","111452745856.776","125010690988.821","144308067331.745","168018557307.614","181947631899.938","150891449495.045","111859654863.989","122629741697.716","122725247705.559","115536405150.354","126876918690.024","142640079033.312","161339790594.627","176351948403.908","207088828467.346","246976870172.836","272577799257.354","263711244888.554","318907930075.712","345672232115.625","365965815820.015","",
"Tajikistan","TJK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2629395066.27017","2535545389.35646","1909246640.80838","1646693875.00394","1346074460.78303","1231523105.36089","1043893062.60575","921843115.774498","1320126664.94978","1086567367.91081","860550294.273467","1080774005.56446","1221113794.72523","1554125542.56223","2076148710.31813","2312319579.02843","2830236053.84429","3719497371.09659","5161336170.46084","4979481980.35098","5642221528.67114","6522590720.77739","7632614221.01051","",
"Turkmenistan","TKM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2368660560.8757","2988678840.80541","3049945191.0726","3232066836.53467","3197224007.42472","3200539816.0601","3179225948.58114","2561118608.35516","2482228439.71407","2379281767.9558","2450084970.24741","2605688065.08338","2450686659.778","2904662604.82053","3534771968.51189","4462028988.72949","5977440582.80171","6838351088.46688","8104355716.8784","10277598152.4249","12664165103.1895","19271445266.8485","20214456140.3509","22148070175.4386","29233333333.3333","35164210526.3158","",
"Timor-Leste","TLS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350100000","429700000","426700000","436500000","455500000","479100000","462600000","558700000","693800000","826700000","934300000","1128300000","1293000000","",
"Tonga","TON","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","32506767.9015578","30036429.1824514","34139376.8019516","41567471.6721987","44667002.0120724","53260077.4311091","62242013.3302689","62068161.0711025","60863963.963964","64248354.5414656","60058663.3144773","68195855.6149733","81667133.4546982","106657267.367342","106344854.986095","113563821.577404","132201141.446861","137066290.550071","138489884.393064","193775943.038933","202547013.927138","219583570.094975","212155124.65374","188686997.319035","194669501.594647","188623258.458914","167042880.071237","181801946.956512","208098551.915317","240794581.220982","264812953.795424","295998379.120654","301064027.077359","346850175.914555","318522296.093243","369212477.46289","423038016.923815","471575497.307237","",
"Trinidad and Tobago","TTO","GDP (current US$)","NY.GDP.MKTP.CD","535673224.327904","584964599.107683","619322827.419811","678239308.674915","711897538.746389","736573167.415824","723739866.336801","761981451.279267","758899968","779200000","821849984","896763389.095539","1083392323.5341","1308786082.34405","2042002020.01944","2442667522.67775","2500420783.85133","3138666541.94727","3562333298.4456","4602416457.1164","6235874738.87527","6849166234.50526","7989791255.84756","7799749663.39913","7756166518.46431","7375999751.95302","4794361300.34053","4797750171.54142","4496806454.11382","4323035497.41177","5068070430.11765","5362823408.94118","5532117353.41177","4584646145.07446","4947205981.57638","5329214154.85282","5759537847.67466","5737751324.18033","6043710211.42719","6808976088.59679","8154315708.34826","8824873155.62584","9008273516.35786","11235960523.0869","12884712295.9948","16088526685.8421","18460905284.2745","21735387008.2052","28017710148.1706","19251916757.9409","20667611846.2508","23577857645.1285","23320256742.6171","",
"Tunisia","TUN","GDP (current US$)","NY.GDP.MKTP.CD","","866155455.614084","880027760.809103","1026737632.05627","1025866811.34006","991047619.047619","1040952380.95238","1085714285.71429","1214666666.66667","1289904761.90476","1439238095.2381","1685152604.60491","2237570218.83122","2730787476.28084","3545852328.69808","4328933303.50262","4508139372.17221","5109919571.04558","5968474421.51044","7188899276.68159","8743054698.11088","8428513568.24625","8133538742.82619","8350545840.2699","8254573072.61563","8410185739.96405","9017795297.4069","9696739314.07332","10096292842.1543","10101862385.7077","12290568181.8182","13074782608.6957","15497286295.7938","14608946896.483","15632463424.2784","18030876599.3444","19587322786.1105","20746360430.4187","21803372266.6198","22943685719.103","21473261837.0176","22066031834.2948","23141616604.5242","27453084982.5378","31183059012.4448","32282960678.4888","34377235161.5327","38848711943.7939","44736953169.3856","43607568688.4396","44377742070.7","46434616144.2086","45662043358.0705","",
"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD","13995124535.3392","8017479300.82797","8919043238.27047","10351885924.563","11172953081.8767","11945722171.1131","14119135234.5907","15664673413.0634","17500000000","19466666666.6667","17086956521.7391","16256619963.7997","20431095406.3604","25724381625.4417","35599913836.4328","44633707242.7642","51280134554.2889","58676813687.3681","65147022485.7919","89394085658.2038","68789289565.7434","71040020140.4436","64546332580.7583","61678280115.4987","59989909457.8379","67234948264.5987","75728009962.7878","87172789528.3316","90852814004.9917","107143348667.094","150676291094.21","151041248184.246","159095003188.105","180422294772.264","130690172297.297","169485941048.035","181475555282.555","189834649111.257","269287100115.075","249751470869.15","266567531989.763","196005288838.12","232534560774.947","303005302818.309","392166274991.231","482979839237.868","530900095204.76","647155133931.998","730337495966.193","614553921823.292","731144392556.339","774775177386.146","789257487307.029","",
"Tuvalu","TUV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8824746.23813152","9365488.11527636","9742603.63358628","9631024.91567838","10887216.9090252","11025679.5147634","12335200.1648586","12701093.9749737","12757405.7922913","13686699.5709539","13741846.5182024","13196230.2126276","15451294.0406177","18230893.0263027","21535706.6386182","21839580.5663688","22903319.50355","27030996.0274377","30290770.2566871","27101312.7916078","31824701.2783331","39313508.6934276","39875708.119439","",
"Tanzania","TZA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5100405344.39923","4420167588.57625","4258742898.93795","4956587901.61865","4601413521.13102","4257702021.44302","4510847189.15431","5255221043.83861","6496195823.96993","7683852496.84499","9345174101.90716","9697847589.16835","10185786170.7327","10383560997.7807","10805600068.704","11659129814.7433","12825801916.6063","14141916592.3846","14331231238.9296","16825547176.0324","20715086118.9064","21368165399.612","22915004297.2183","23874165047.2772","28242425168.1058","",
"Uganda","UGA","GDP (current US$)","NY.GDP.MKTP.CD","423145688.927809","441667041.01569","449158317.275995","516315650.872311","589247477.588738","884502338.650021","925381522.392631","967240686.567426","1037379286.07101","1168556666.77932","1259554849.768","1417191702.14533","1490970306.72707","1701817912.2561","2098945009.99877","2359555555.55556","2447300000","2936470588.23529","2420260869.56522","2139025000","1244610000","1337300000","2177500000","2240333333.33333","3615647464.04402","3519695202.59337","3923244143.11762","6269521859.21993","6508931651.38918","5276480932.64278","4304399516.07681","3321729207.85836","2857457785.70851","3220439178.15143","3990430537.18124","5755818793.1142","6044585326.938","6269333313.17108","6584815846.52754","5998563257.94659","6193246632.3273","5840503702.93999","6178563467.08765","6336696288.99935","7940362663.20133","9013834490.38208","9942597753.13748","12292813800.5214","14239026767.6933","14824492062.1214","16030996179.1077","15493320081.9089","20032237910.2417","",
"Ukraine","UKR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","64087694038.2333","74703517902.6642","82707004265.9254","81456431291.9234","77464043753.2963","73942294099.2892","65648559194.6496","52549555009.5044","48213868185.1625","44558077827.135","50150399813.1328","41883241479.9014","31580639053.2013","31261527363.144","38009344576.6088","42392896031.2394","50132953288.203","64883060725.7003","86142018069.3504","107753069306.931","142719009900.99","179992405832.321","117227769791.56","136418622767.355","163422495339.803","176308825694.203","",
"Upper middle income","UMC","GDP (current US$)","NY.GDP.MKTP.CD","189860204297.196","170289432973.987","177904002642.935","186276627314.875","209755150858.832","234296924767.409","257299713184.872","260881657571.715","274554951196.731","307334397819.462","336208974267.461","367645590859.126","421113005864.573","546319044035.582","692733391495.991","763016449423.286","825138306108.638","920911173548.949","985639279939.028","1187311991033.17","1350535061378.42","1488619642217.89","1462965119215.08","1434779991500","1467280662600.62","1549980574093.75","1623943813334.34","1620766601519.02","1774879906440.08","1928174427163.44","2166472882018.35","2248608946351.2","2425285591526.99","2707838385221.96","3016375663805.23","3402784129823.69","3739216378992.2","3999613481198.59","4067940282192.9","3918276686043.08","4271858076436.73","4283411944655.58","4278631259342.52","4767734585746.66","5635699569356.35","6706162784775.06","7870219566784.51","9692666523901.55","11792811551578.1","11667860002270.7","14004102504558.6","16445929369791.7","17416011063741.1","",
"Uruguay","URY","GDP (current US$)","NY.GDP.MKTP.CD","1243993176.35404","1549623556.10937","1709221320.65207","1538971681.80418","1974511146.05715","1889185074.97641","1808775748.3991","1598149806.59667","1593701208.51915","2004342741.93548","2137241935.48387","2807342741.93548","2189502774.9206","3964295672.52444","4090252474.21085","3538292267.30118","3667161241.48372","4114664910.57037","4910255622.72032","7181180174.85868","10163020115.7344","11048335541.4933","9178802451.40147","5102281488.72172","4850241442.17643","4732017873.38369","5880112946.89436","7367494222.29317","8213515458.51139","8438951476.06644","9298839655.23138","11206193313.0458","12878157305.7481","15002144584.3663","17474578502.4346","19297663096.5506","20515465834.0682","23969746851.4993","25385928196.3986","23983945190.6167","22823255805.9664","20898788420.0932","13606494599.021","12045627411.0182","13686333821.7864","17362872709.7496","19579479147.1959","23410536954.8774","30366148247.8894","30229404320.5219","38846222984.5698","46434697450.8674","49919727146.4227","",
"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD","520531181568","539050934272","579748429824","611669508096","656912089088","712081997824","780760514560","825056165888","901455806464","973385170944","1075900000000","1167800000000","1282400000000","1428500000000","1548800000000","1688900000000","1877600000000","2086000000000","2356600000000","2632100000000","2862500000000","3210900000000","3345000000000","3638100000000","4040700000000","4346700000000","4590100000000","4870200000000","5252600000000","5657700000000","5979600000000","6174000000000","6539300000000","6878700000000","7308700000000","7664000000000","8100200000000","8608500000000","9089100000000","9665700000000","10289700000000","10625300000000","10980200000000","11512200000000","12277000000000","13095400000000","13857900000000","14480300000000","14720300000000","14417900000000","14958300000000","15533800000000","16244600000000","",
