match_id,player_id,time,type,scoring_team_id
1771,48099,19',goal,43930
300331525,308366,20',goal,43924
300331525,356415,50',goal,43971
197,174742,25',penalty,44023
1458,63868,32',goal,43924
1458,63868,9',goal,43924
1458,63866,47',goal,43924
1458,63866,78',goal,43924
1458,59050,42',goal,43925
1458,44596,61',penalty,43925
300331533,336435,58',penalty,43946
300331533,349342,81',owngoal,43946
300331533,197514,62',penalty,43976
300331499,214667,65',penalty,43970
752,174395,26',goal,43922
752,174732,28',goal,43922
752,174732,57',goal,43922
752,174354,60',goal,43922
752,56368,76',goal,43950
882,49571,27',goal,43942
181,44594,84',goal,43969
181,44667,78',goal,43975
181,44667,93',goal,43975
1675,174360,2',goal,43963
1675,174360,67',goal,43963
1675,61699,90',goal,43963
1675,174388,60',goal,43950
300186499,186808,74',goal,43965
300186499,268149,68',goal,43822
1225,174410,20',goal,43975
1225,47774,23',goal,43975
1225,47774,51',goal,43975
1225,59027,81',goal,43975
1225,55669,89',penalty,43911
355,174449,60',goal,43921
355,44645,26',goal,44025
355,44645,78',goal,44025
355,174403,40',penalty,44025
355,174594,50',goal,44025
355,174719,90',goal,44025
300186476,298582,31',owngoal,43963
300186476,201200,80',goal,43963
300186476,208353,57',goal,43860
97410029,170711,9',goal,43946
97410029,177788,81',goal,43822
3074,76751,44',goal,43926
3074,76756,90',goal,43926
97410052,214964,23',goal,43963
2167,174694,43',goal,43962
791,63627,75',goal,43924
791,63651,88',goal,43924
791,46115,34',goal,44026
512,55555,43',penalty,43941
512,49091,62',goal,43941
43950007,75952,63',goal,43922
300331548,395264,50',goal,43970
300331548,214667,62',penalty,43970
300331548,400634,74',owngoal,43970
97410005,162680,24',goal,43922
97410005,178837,38',goal,43922
97410005,212306,82',goal,43854
379,60352,59',goal,43843
379,44752,6',goal,43952
1659,174590,43',goal,44023
1659,25113,67',goal,44023
1659,56397,88',goal,44026
300061495,209502,34',goal,43925
8751,155711,77',goal,43938
1823,47121,51',goal,44026
1823,47121,74',goal,44026
43950050,170721,5',goal,43942
43950050,170722,22',goal,43942
43950050,177656,44',goal,43942
3058,77409,50',goal,43960
3058,77435,86',goal,43960
3058,92775,18',goal,43835
2063,174796,2',penalty,43960
2063,174428,25',penalty,44023
2063,174790,43',goal,44023
2433,51726,55',goal,43888
2433,49925,79',goal,43888
2433,48489,87',goal,43888
2433,59492,45',penalty,43911
8747,77325,28',goal,43876
103,174867,25',goal,43942
103,174708,105',penalty,43942
103,174708,83',penalty,43942
103,174684,61',penalty,43849
103,174518,65',goal,43849
300061483,318470,90'+3,goal,43978
300061483,184410,50',goal,44002
1423,45056,4',goal,43928
1423,61675,45',goal,43928
1423,55962,73',goal,43928
1423,54653,24',goal,43967
1423,47886,76',goal,43967
43950046,76144,7',goal,43935
43950046,184587,78',goal,43935
43950046,44755,82',goal,43935
43950046,77512,52',goal,43965
43950046,189214,88',goal,43965
300331509,352891,45'+6',penalty,43835
300331509,339745,90'+5',goal,43835
300331509,344654,22',goal,43855
97410044,210704,2',goal,43938
97410044,155696,56',goal,43938
97410044,154061,38',penalty,43976
97410044,159069,79',goal,43976
1248,174603,4',goal,43950
1248,174669,7',goal,43950
1248,174669,88',goal,43950
1248,174690,60',penalty,43950
1248,44603,18',penalty,43924
1248,63854,65',goal,43924
43950011,155979,27',goal,43954
43950011,155979,7',goal,43954
1474,44596,11',goal,43925
1474,44579,29',goal,43925
1474,47679,26',goal,44026
441,55528,15',goal,43924
441,55528,87',goal,43924
441,63548,42',goal,43924
